Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/06/09 8:21:02 PM AST,State,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to community engagement,"Investigative articles, racism, affordable housing, inflation, mental health, dentist.",English,English,English,TV,CNN,TV,Some,Some,Some,A lot,Neutral,Neutral,Disagree,Middletown,No,USA,50-59,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,Very good community activity.
2022/06/10 9:13:56 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion,English,English,English,News apps,RJ/CNN/PBS,News apps,A lot,A lot,Some,Some,Agree,Agree,Neutral,Meriden,Yes,USA,60-69,Man,Both English and Spanish,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,Thank You
2022/06/10 5:25:16 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Education,Both English and Spanish,Both English and Spanish,Both English and Spanish,Email/newsletters,Fox News,Email/newsletter,Not at all,Not at all,Not at all,Not at all,Agree,Disagree,Disagree,Meriden,Yes,USA,30-39,Woman,English,I am a parent of a child under 18 years old;I am a student;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,"No, put into more effort about educational topics"
2022/06/10 6:00:28 PM AST,Local,"Sports;Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Business profiles, opinions and cartoons",English,English,English,TV,Record Journal,Newspapers,Some,A lot,Some,Some,Agree,Agree,Agree,Meriden,No,USA,50-59,Man,English,None of these,No,No,Yes,REMOVED,No,NA,"No, I like the record journal"
2022/06/11 6:19:33 AM AST,Local;State;Regional/New England/NYC Metro,Sports;Politics;Local businesses;Education;Opportunities for community engagement,Topics related to seniors;Topics related to young adults;Topics related to community engagement,Investigative articles,English,English,English,Social media,"Record Journal, WFSB, BBC, Facebook",Social media,Some,A lot,Some,Some,Agree,Agree,Neutral,Southington,No,USA,50-59,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/06/11 8:11:44 AM AST,Local,"Music, arts, and culture;Local businesses;Local events;Opportunities for community engagement;Food",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,Newspapers,Record Journal,Newspapers,Not at all,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,Puerto Rico,40-49,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/06/11 9:27:00 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Technology",Topics related to teens;Topics related to young adults;Topics related to community engagement,Investigative,Both English and Spanish,I don't use this format,Both English and Spanish,Social media,NBC News Stay Tuned,News apps,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Wallingford,Yes,USA,Under 18,Man,Spanish,I am a student,Yes,Yes,No,REMOVED,No,NA,NA
2022/06/11 10:10:49 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to community engagement,Na,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,"Fox News, cnn, Facebook, Instagram",Social media,Some,A lot,Some,A lot,Agree,Agree,Agree,Wallingford,Yes,Dominican Republic,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,N/a
2022/06/11 10:15:55 AM AST,Local;State;National,"Sports;Music, arts, and culture;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Technology;Food",Topics related to families with children;Topics related to seniors,NA,Both English and Spanish,NA,NA,Radio,NA,TV,A lot,NA,NA,NA,Neutral,Agree,Neutral,Middletown,Yes,NA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,NA
2022/06/11 10:54:47 AM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Education;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change",Topics related to small business owners;Topics related to young adults;Topics related to community engagement,NA,NA,NA,Both English and Spanish,Social media,Usually Telemundo,Social media,Some,A lot,Some,Some,Agree,Agree,Agree,Wallingford,Yes,America,Under 18,Woman,Both English and Spanish,I am a student,Yes,Yes,No,REMOVED,Yes,NA,no
2022/06/11 11:20:31 AM AST,Local;State;PUERTO RICO,"Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Diversity and social justice",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to community engagement,"Articles concerning the Latino experience, history and citizen status of Puerto Ricans. Too many Americans don't have knowledge about the status  history, even after 124 years. Why isn't this taught in school? Orville H. Platt was involved in acquiring PR from Spain after the Spanish American war.  Meriden named a high school after him. Why isn't this connection known locally?",Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"RJ, CNN, PBS, TPR(Texas Public Radio)",Newspapers,A lot,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Puerto Rico,Prefer not to say,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,No,NA,I already receive the RJLCRL newsletter.
2022/06/11 11:36:46 AM AST,National,"Sports;Music, arts, and culture",None of these,Cartoons,Both English and Spanish,Both English and Spanish,Both English and Spanish,Radio,None,Radio,Not at all,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Puerto Rico,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,No,NOT PROVIDED,No,NA,No
2022/06/12 4:11:59 PM AST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Education;Health;Local events;Diversity and social justice,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Investigative articles,English,English,English,Social media,CNN,TV,Some,Some,Some,Not at all,Neutral,Agree,Neutral,Meriden,No,USA,30-39,Woman,English,I am a student,Yes,Yes,Yes,REMOVED,No,NA,No
2022/06/12 5:07:52 PM AST,National,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,All of them,English,English,English,Social media,"Facebook, Twitter, Tik Tok, Instagram, Snapchat",News apps,A lot,Not at all,Some,Some,Neutral,Agree,Neutral,Meriden,Yes,USA,50-59,Woman,English,None of these,No,Yes,No,REMOVED,Yes,NA,"Helping the Latino community more, doing more stuff for the Latino community"
2022/06/12 5:29:35 PM AST,Local,Sports;Local businesses;Education;Real estate and homeownership;Food,None of these,"what the police is doing in the city, police get people reduce their speed",English,English,English,Radio,NPR,Radio,Not at all,A lot,Not at all,A lot,Disagree,Neutral,Neutral,Meriden,No,Germany,70 or older,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,"Certain clubs in the city, if there’s a shooting they should be shut down."
2022/06/13 2:08:17 PM AST,Local;State;Regional/New England/NYC Metro,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Anything that can help the community and informative,English,English,English,Social media,Record Journal  Facebook Telemundo,Email/newsletter,A lot,A lot,Some,Not at all,Neutral,Agree,Neutral,Meriden,Yes,USA,60-69,Woman,English,None of these,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/06/14 2:53:21 PM AST,Local;State,"Local businesses;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Food",Topics related to small business owners;Topics related to young adults;Topics related to community engagement,LUXZNAILZ,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Record Journal,Social media,Some,A lot,Some,Some,Agree,Agree,Agree,Wallingford,Yes,United States,18-29,Woman,Both English and Spanish,I am a student;I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/06/14 8:24:42 PM AST,Local;National;International,"Sports;Music, arts, and culture",Topics related to teens;Topics related to seniors;Topics related to small business owners,Crime,English,English,English,Social media,Univision,Social media,A lot,A lot,Some,Some,Agree,Neutral,Agree,Meriden,Yes,United States,Under 18,Man,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,NA,NA,No
2022/06/15 9:36:52 AM AST,"NO STOP FOCUSING ON THE LATINAS. THERE ARE MANY ETHNIC GROUPS IN THE WALLINGFORD MERIDEN AREAS. GIVE THEM A VOICE -- POLISH, IRISH, ITALIAN, CHINESE , BLACK","ALL IF YOU FOCUS ON OTHER ETHNIC GROUPS -- WHITES, BLACKS, ASIAN! !!!!",NONE RELATED SPECIFICALLY TO LATINAS. HOW MANY ACTUALLY SUBSCRIBE AND READ THE PAPER,NO! YOU PUBLISH ENOUGH ON LATINAS WHO ONLY MAKE UP 16% OF THE POPULATION OF MERIDEN/WALLINGFORD,English,English,English,Social media,"HARTFORD COURANT, NEW HAVEN REGISTER, NPR, GUARDIAN, NOT RECORD JOURNAL -- YOU HAVE BECOME TOO LATINA BIASED/ETHONOCENTRIC",News apps,Some,Some,Not at all,Some,Disagree,Disagree,Disagree,Wallingford,No,USA,Prefer not to say,Prefer not to say,English,None of these,Prefer not to say,Prefer not to say,Prefer not to say,NOT PROVIDED,No,NA,"FOCUS ON ENGLISH FOR ALL ETHNIC GROUPS. IF YOU WANT TO START A PAPER IN SPANISH AIMED AT HISPANICS THEN GO AHEAD. I DO WANT TO SPEND MY MONEY ON IT AND HAVE STOPPED GETTING THE RECORD FOR THIS REASON. IF PEOPLE ARE GOING TO LEARN ENGLISH, IT IS YOUR RESPONSIBILITY TO USE IT AS A TEACHING TOOL. OTHER ETHNICITIES IN THE AREA TRY TO BE BILINGUAL. (INCLUDING MIDDLE EASTERNERS).  HELP THAT 16% OF THE POPULATION LEARN ENGLISH. DON'T BABY THEM SO THAT EVERYTHING YOU WRITE ABOUT IS ABOUT HISPANICS."
2022/06/15 5:49:43 PM AST,Local;International,"Politics;Education;Finance, wealth, and financial literacy;Diversity and social justice;Technology",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Local business owners, their stories",Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,NPR,Radio,Some,Some,Some,Not at all,Agree,Agree,Agree,Meriden,Prefer not to say,Jamaica,40-49,Man,English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,No,NA,"See More involvement with the local politicians and young, leaders of community doing more for the community"
2022/06/15 5:58:18 PM AST,Local,"Politics;Local businesses;Education;Health;Local events;Finance, wealth, and financial literacy;Diversity and social justice;Resources",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Investigative articles and business profiles,English,English,English,TV,Newspaper,Newspapers,A lot,Some,Not at all,Some,Agree,Agree,Agree,Meriden,Yes,USA,50-59,Woman,Both English and Spanish,I am a parent of a child under 18 years old;I am a student;I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No.
2022/06/16 5:22:39 PM AST,International,"Music, arts, and culture;Local events;Travel and hospitality",Topics related to families with children,None,English,English,English,Social media,Social media,Social media,Some,Some,Some,Some,Disagree,Agree,Neutral,Meriden,No,USA,18-29,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Not sure,REMOVED,Yes,NA,No
2022/06/16 5:34:30 PM AST,State,"Sports;Music, arts, and culture;Local businesses;Education;Health;Food",Topics related to families with children;Topics related to young adults,Business profiles,English,English,English,News apps,CNN and NPR,News apps,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,No,Jamaica,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,No,NA,No
2022/06/16 5:57:31 PM AST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Health;Religion,Topics related to families with children;Topics related to teens;Topics related to seniors,"More stories, the inflation, make the rich pay more..",English,English,English,TV,MBC,TV,Some,Some,Some,Some,Neutral,Agree,Neutral,Berlin,No,USA,50-59,Man,English,None of these,Yes,Yes,No,NOT PROVIDED,No,NA,No
2022/06/16 6:12:12 PM AST,Local,"Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Diversity and social justice",Topics related to teens;Topics related to young adults;Topics related to community engagement,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Telemundo,Social media,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,Yes,Puerto Rico,Under 18,Woman,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,NA,NA,No
2022/06/16 6:20:38 PM AST,None,"Music, arts, and culture;Food",Topics related to families with children,Cartoons,English,English,English,Text message,Facebook,Text message,Some,Not at all,Some,A lot,Disagree,Neutral,Neutral,Meriden,Yes,USA,40-49,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,No,NA,No
2022/06/16 6:50:08 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,NA,English,English,English,Radio,NPR,Radio,Some,Some,Not at all,Some,Neutral,Neutral,Neutral,NA,Yes,Germany,40-49,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,Yes,NA,NA
2022/06/16 6:52:12 PM AST,State,"Politics;Local businesses;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership",Topics related to teens;Topics related to seniors,more action about apartments for rent.,English,English,English,Social media,Fox news,Newspapers,Not at all,A lot,Some,Not at all,Disagree,Neutral,Neutral,Meriden,No,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 5:27:48 PM AST,State,Education;Health;Technology;Travel and hospitality,Topics related to small business owners,No,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,Cnn,Social media,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Domenic Republic,18-29,Woman,Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 6:29:17 PM AST,Local;State,Politics;Local businesses;Health,Topics related to seniors;Topics related to small business owners;Topics related to young adults,"Local stuff, local businesses",English,English,English,TV,Facebook,Social media,Some,Some,Some,Some,Agree,Neutral,Disagree,Meriden,No,USA,50-59,Woman,English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 6:41:28 PM AST,Local,Sports,Topics related to families with children,Nothing,English,English,English,TV,Fox News,TV,Some,Some,Some,A lot,Neutral,Agree,Neutral,Meriden,No,USA,30-39,Man,English,I am a parent of a child under 18 years old,No,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 6:48:14 PM AST,Local,"Music, arts, and culture;Food",None of these,Talk about the LGBT community,English,English,English,Social media,Record Journal,Social media,Some,A lot,A lot,Some,Agree,Agree,Neutral,Meriden,No,USA,30-39,Transgender,English,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 6:52:33 PM AST,National,Education;Health,Topics related to families with children,No,Both English and Spanish,Both English and Spanish,Both English and Spanish,Radio,Fox,Newspapers,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 7:03:23 PM AST,International,"Music, arts, and culture;Education;Diversity and social justice;Technology",Topics related to families with children;Topics related to small business owners,Investigative articles,English,English,English,Social media,CNN and Facebook,Social media,Some,Some,Some,Some,Agree,Neutral,Neutral,NA,No,Bangladesh,18-29,Woman,Bengali,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/17 9:21:22 PM AST,Local;State,Politics;Opportunities for community engagement;Environmental issues & climate change;Technology;Food,Topics related to community engagement,"Community engagement, mostly. Politics in local areas would be good too.",English,I don't use this format,English,Social media,Funnyjunk,Email/newsletter,Not at all,Some,Not at all,Not at all,Disagree,Agree,Disagree,Meriden,Yes,Puerto Rico,18-29,Man,English,None of these,Yes,Yes,No,NOT PROVIDED,No,NA,Nothing.
2022/06/17 11:44:18 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to community engagement,investigative journalism,English,English,English,News apps,NPR NBC REUTERS AP GOOGLE,Newspapers,A lot,A lot,Not at all,Not at all,Agree,Neutral,Neutral,Meriden,Prefer not to say,USA,40-49,Prefer not to say,English,I am a parent of a child under 18 years old,Prefer not to say,No,Yes,REMOVED,No,NA,My family has lived in Meriden for generations
2022/06/18 11:10:34 AM AST,Local,Sports;Local businesses;Health;Local events;Travel and hospitality;Food,Topics related to small business owners;Topics related to community engagement,Local businesses,English,English,English,TV,MBC CT,TV,Some,A lot,Not at all,Some,Neutral,Neutral,Neutral,Meriden,No,USA,18-29,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/18 11:15:36 AM AST,Local;State,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Real estate and homeownership;Diversity and social justice;Technology;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Nothing,English,English,English,Social media,CNN,Text message,A lot,Some,Some,Not at all,Neutral,Agree,Neutral,Meriden,Yes,USA,40-49,Woman,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/18 11:28:08 AM AST,National,Politics;Local businesses;Health;Environmental issues & climate change,Topics related to small business owners,Investigative articles,English,English,English,TV,Fox,TV,Some,A lot,Some,Some,Agree,Agree,Neutral,Meriden,No,USA,50-59,Man,Portuguese,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/19 5:08:23 PM AST,Local;State;National;International,"Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Finance, wealth, and financial literacy;Real estate and homeownership;Technology;Food",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,NA,English,English,English,News apps,Slashdot,News apps,Some,Some,Not at all,Some,Agree,Neutral,Neutral,Wallingford,No,Us,40-49,Man,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/06/19 5:13:10 PM AST,Local;State;National;International,"Sports;Politics;Music, arts, and culture;Health;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,NA,English,English,NA,"Friends, social circles, or word of mouth","NPR, twitter, the Atlantic, NYT",News apps,Some,A lot,Not at all,Some,Neutral,Neutral,Neutral,New Haven,Yes,U.S.,40-49,Man,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/06/19 6:01:43 PM AST,Local;State,"Sports;Politics;Health;Finance, wealth, and financial literacy;Technology",None of these,NA,English,English,English,TV,NA,TV,A lot,A lot,A lot,A lot,Agree,Agree,Agree,Wallingford,Yes,USA,Under 18,Man,Both English and Spanish,I am a student,Yes,Yes,No,NOT PROVIDED,No,NA,NA
2022/06/19 6:40:38 PM AST,Local,Sports;Education;Health;Local events;Technology,Topics related to families with children;Topics related to seniors,NA,English,English,English,"Friends, social circles, or word of mouth",Record journal Facebook,Social media,A lot,A lot,Some,Some,Agree,Agree,Agree,Wallingford,No,NA,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/06/21 9:38:31 PM AST,Local;State,"Music, arts, and culture;Education;Health;Local events;Travel and hospitality",Topics related to seniors;Topics related to community engagement,NA,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,NA,News apps,Some,Some,Not at all,Not at all,Agree,Agree,Neutral,Milford,Yes,United States,40-49,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,REMOVED,Yes,NA,Keep up the great work. I enjoy the information that is sent via text.
2022/06/22 5:23:17 PM AST,National,"Politics;Local businesses;Education;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns,English,English,English,TV,Fox News,TV,Some,Some,Not at all,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,40-49,Man,English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/22 5:43:56 PM AST,State,"Politics;Music, arts, and culture;Health;Local events;Opportunities for community engagement;Diversity and social justice",Topics related to community engagement,"Meriden, street of Latino, focus on Latino community, engage into more festivals and between the community",English,English,English,TV,Television and social media,Email/newsletter,Some,Some,Not at all,Some,Neutral,Agree,Neutral,Meriden,Yes,USA,50-59,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/22 6:44:50 PM AST,Local;State,"Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement",Topics related to families with children;Topics related to small business owners;Topics related to community engagement,More of job opportunities,English,English,English,Social media,"Facebook, Meriden news",Radio,A lot,A lot,Some,Not at all,Agree,Neutral,Agree,Meriden,Yes,Puerto rico,18-29,Woman,Both English and Spanish,I am a student,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/22 7:17:28 PM AST,International,"Music, arts, and culture;Food",Topics related to community engagement,Investigative articles,Spanish,Spanish,Spanish,Newspapers,Record journal,Newspapers,Some,Some,Not at all,Not at all,Agree,Agree,Disagree,Meriden,Yes,Spain,50-59,Man,Portuguese,None of these,No,No,Yes,NOT PROVIDED,NA,NA,No
2022/06/23 5:20:34 PM AST,Local;State;Regional/New England/NYC Metro;National;International,"Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Environmental issues & climate change;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,"Opportunities for more research, medical research, for unrepresented people, topics more about health, better educate the community",English,English,English,Social media,Tik tok,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Bristol,No,Ghana,18-29,Woman,English,None of these,Yes,Yes,No,REMOVED,Yes,NA,Nothing
2022/06/23 5:26:42 PM AST,State,"Music, arts, and culture;Health;Community resources (for example: assistance programs, small business resources, non-profits);Travel and hospitality;Food",Topics related to families with children;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Business profiles and investigative articles,English,English,English,Social media,Facebook and Fox,TV,Some,A lot,A lot,Some,Neutral,Neutral,Disagree,Meriden,No,USA,30-39,Woman,English,I am a small business owner,Yes,Yes,Yes,REMOVED,Yes,NA,Nothing
2022/06/23 6:02:21 PM AST,State,"Sports;Music, arts, and culture",Topics related to small business owners,Business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,Patch,TV,Some,Not at all,Not at all,Not at all,Agree,Agree,Disagree,Meriden,Yes,Puerto Rico,50-59,Man,English,None of these,No,Yes,No,NOT PROVIDED,NA,NA,No
2022/06/23 6:10:55 PM AST,National;International,"Sports;Politics;Music, arts, and culture;Education;Health;Real estate and homeownership",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,News apps,MSBNC,News apps,Some,Some,Some,Some,Neutral,Neutral,Disagree,Meriden,No,USA,18-29,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/23 6:19:26 PM AST,National,"Health;Local events;Finance, wealth, and financial literacy",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None,English,English,English,TV,Record Journal and Facebook,TV,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,50-59,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
