Timestamp,¿Está interesado en las noticias a los siguientes niveles geográficos? Seleccione todos los que se apliquen.,¿Cuáles de estos temas le interesan más? Seleccione hasta cinco.,¿Le interesa alguna de estas historias especiales? Seleccione todos los que se apliquen.,"¿Hay algunas historias específicas que le gustaría ver más frecuentemente en las noticias locales? Por ejemplo, artículos de investigación, perfil de negocios, columnas de opinión, caricaturas, etc.",¿En qué lenguaje prefiere recibir sus noticias? [TV/Video],¿En qué lenguaje prefiere recibir sus noticias? [Radio/Audio/Podcast],¿En qué lenguaje prefiere recibir sus noticias? [Impreso/Texto],¿Cómo recibe sus noticias **más frecuentemente**?,"¿Cuáles fuentes de información específicas usa usted más frecuentemente? Por favor anótelos aquí. Por ejemplo, Hartford Courant, Record Journal, noticiero FOX , CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",¿Como **preferiría** recibir sus noticias?,"¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias nacionales (como CNN, Univisión)]","¿Cuánto confía en las noticias que vienen de… [Organizaciones de noticias locales (como el Record-Journal, Patch, el Hartford Courant, CT Mirror)]","¿Cuánto confía en las noticias que vienen de… [Medios sociales (como Facebook, Twitter, TikTok, YouTube, Instagram)]",¿Cuánto confía en las noticias que vienen de… [Familiares/amistades/verbalmente],¿Qué tanto está de acuerdo con estas declaraciones? [Confío en las fuentes de noticias que recibo acerca de mi comunidad.],¿Qué tanto está de acuerdo con estas declaraciones? [El noticiero local cubre temas que son importantes para mí.],"¿Qué tanto está de acuerdo con estas declaraciones? [Las noticias locales reflejan mis creencias, valores y costumbres.]",¿En qué pueblo vive?,¿Se identifica como hispano/latino/latinx?,¿En qué país nació?,¿Cuál es su rango de edad?,¿Cuál es su identidad de género?,¿Qué idioma habla en su hogar?,¿Alguno de los siguientes lo describen?,"¿Tiene acceso a una computadora portátil, computadora en su casa o dispositivo con conexión a internet, como un teléfono inteligente o iPad?",¿Tiene acceso a internet en su casa?,¿Está registrado/a para votar?,"Si desea recibir un cupón digital de CTown Supermarket, por completar la encuesta, por favor ingrese su dirección de correo electrónico a continuación. Este cupón es válido para $5 de descuento en compras de $50 o más.","Si usted ingresó su correo electrónico arriba, ¿también le gustaría recibir el boletín electrónico de Record-Journal Latino Lab?",¿Hay algo más que le gustaría dejarnos saber?
4/29/2022 17:46:02,Local,"Educación, Salud, Eventos locales","Temas acerca de familias con niños, Temas acerca de jóvenes",Eventos en la comunidad /caricaturas,Español,Español,Español,Correo electrónico/boletines informativos,"Telemundo,",Medios sociales,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
4/29/2022 17:50:55,Local,"Música, arte y cultura, Educación, Oportunidades de participación comunitaria, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de participacion comunitaria",Debates,Español,Español,Español,Radio,Facebook,"Amistades, círculos sociales o verbalmente",Mucho,Mucho,Un poco,Un poco,De acuerdo,Neutral,De acuerdo,Wallingford,Sí,Ecuador,18-29,Mujer,Español,Ninguno de estos,Sí,No,No estoy seguro/a,NOT PROVIDED,NA,NA
4/29/2022 17:52:10,Nacional,"Música, arte y cultura, Educación, Salud, Eventos locales, Oportunidades de participación comunitaria","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de propietarios de pequeñas empresas",NA,Español,NA,NA,TV,NA,TV,NA,Mucho,NA,NA,NA,De acuerdo,NA,Wallingford,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA
4/29/2022 17:55:28,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Finanzas y educación financiera, Diversidad y justicia social","Temas acerca de familias con niños, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",Artículos de investigación,Español,Español,Español,Correo electrónico/boletines informativos,Record journal Facebook,Correo electrónico/boletines informativos,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,No
4/29/2022 17:56:06,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Oportunidades de participación comunitaria, Tecnología, Viajes y hospitalidad","Temas acerca de los jóvenes, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",Noticias locales,Ambos: inglés y español,NA,Ambos: inglés y español,Textos,Facebook,Medios sociales,Un poco,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
4/29/2022 18:06:21,Estatal,"Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de jóvenes",NA,Español,NA,Español,Correo electrónico/boletines informativos,NA,Correo electrónico/boletines informativos,Mucho,Mucho,NA,NA,Neutral,Neutral,NA,Wallingford,Sí,Mexico,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,Sí,NA
4/29/2022 18:07:43,Internacional,"Negocios locales, Educación, Eventos locales, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Todas,Español,NA,NA,Correo electrónico/boletines informativos,Facebook google,Celular,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,NA,No,REMOVED,Sí,Felicitarlos lindo conocer hacerca de uds
4/29/2022 18:12:44,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Salud, Eventos locales, Oportunidades de participación comunitaria, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de participacion comunitaria",Todo tipo de noticias,Español,Español,NA,TV,NA,Aplicaciones de noticias,Mucho,Mucho,NA,NA,De acuerdo,De acuerdo,Neutral,Wallingford,Sí,Ecuador,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,NOT PROVIDED,No,NA
4/29/2022 18:13:28,"Local, Regional/Nueva Inglaterra/NYC Metro, Internacional","Deportes, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Finanzas y educación financiera","Temas acerca de familias con niños, Temas acerca de propietarios de pequeñas empresas",NA,Español,Español,Español,TV,NA,TV,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,Sí,NA
4/29/2022 18:20:41,Local,"Educación, Salud, Eventos locales","Temas acerca de familias con niños, Temas acerca de los jóvenes",NA,Español,NA,NA,Medios sociales,Record journal,Medios sociales,Un poco,Un poco,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Mexico,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,No,NA
4/29/2022 18:21:08,Local,"Políticas, Salud",Temas acerca de familias con niños,NA,Español,Español,Español,Periódicos,NA,Periódicos,Un poco,Un poco,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Wallingford,Sí,Peru,40-49,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,NOT PROVIDED,Sí,NA
4/29/2022 18:22:30,"Local, Regional/Nueva Inglaterra/NYC Metro, Nacional","Deportes, Negocios locales, Educación, Salud","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de participacion comunitaria",NA,Español,NA,NA,Periódicos,"Facebook, Record Journal",Correo electrónico/boletines informativos,Mucho,Mucho,Un poco,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Panama,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,Sí,NA
4/29/2022 18:25:00,"Local, Estatal","Políticas, Negocios locales, Educación, Salud","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de jóvenes",NA,Español,Español,Español,Periódicos,NA,TV,Un poco,Un poco,Un poco,NA,Neutral,Neutral,Neutral,Wallingford,Sí,Mexico,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,NOT PROVIDED,NA,NA
5/1/2022 11:25:56,Internacional,"Música, arte y cultura, Educación, Salud, Eventos locales, Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Educación,Español,Español,Español,Periódicos,NA,Textos,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puertorriqueños,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,No,NOT PROVIDED,Sí,Excelente encuesta
5/1/2022 20:42:22,"Local, Regional/Nueva Inglaterra/NYC Metro, Internacional","Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Asuntos ambientales y cambio de climático","Temas acerca de familias con niños, Temas acerca de participacion comunitaria",Salud,Español,Español,Inglés,TV,Hartford Courant Telemundo WFSB 3 Telefe International,Correo electrónico/boletines informativos,NA,Mucho,Un poco,Un poco,Neutral,De acuerdo,Neutral,Middletown,Sí,Argentina,60-69,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,NA
5/3/2022 15:07:42,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",Crimenes,Español,NA,NA,Correo electrónico/boletines informativos,"Telemundo, channel 8 news, La Voz, Facebook",Correo electrónico/boletines informativos,Mucho,Mucho,Para nada,Para nada,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,50-59,Mujer,Español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,La Criminalidad en CT y los Estados Unidos
5/4/2022 9:27:27,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Internacional","Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Oportunidades de participación comunitaria","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de participacion comunitaria",historias de exito de jovenes/adultos Hispanos/as con discapacidades y/o necesidades especiales,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,"Amistades, círculos sociales o verbalmente",Youtube,Aplicaciones de noticias,Un poco,Un poco,Un poco,Un poco,Neutral,Neutral,Neutral,NA,Sí,NA,NA,NA,Ambos: inglés y español,NA,Sí,Sí,Sí,NOT PROVIDED,Sí,NA
5/5/2022 17:12:27,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Música, arte y cultura, Educación, Salud, Diversidad y justicia social, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de participacion comunitaria",No,Español,Español,Español,TV,Telemundo,TV,Mucho,Mucho,Mucho,Mucho,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Prefiero no decir,NOT PROVIDED,No,No
5/5/2022 17:23:01,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Música, arte y cultura, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Viajes y hospitalidad","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de jóvenes",Noticias Cristianas,Español,Español,Español,"Amistades, círculos sociales o verbalmente",Telemundo,TV,Mucho,Un poco,Mucho,Mucho,De acuerdo,En desacuerdo,Neutral,Meriden,Sí,Puerto Rico,30-39,Mujer,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,No
5/5/2022 19:30:00,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional","Deportes, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Bienes raíces y propietario de vivienda, Diversidad y justicia social, Asuntos ambientales y cambio de climático","Temas acerca de familias con niños, Temas acerca de participacion comunitaria",Acerca de eventos para niños,Español,NA,Español,Correo electrónico/boletines informativos,"CNN , Facebook,",Correo electrónico/boletines informativos,Mucho,Mucho,NA,NA,Neutral,De acuerdo,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Prefiero no decir,REMOVED,Sí,NA
5/24/2022 20:47:38,"Local, Estatal, Nacional","Políticas, Música, arte y cultura, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Asuntos ambientales y cambio de climático, Tecnología","Temas acerca de familias con niños, Temas acerca de las personas de la tercera edad, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Education opportunities for low income,Ambos: inglés y español,Ambos: inglés y español,Inglés,TV,"Channel 3 News, Meriden Record Journal",TV,Un poco,Un poco,Un poco,Un poco,Neutral,De acuerdo,Neutral,Meriden,Sí,In Meriden Connecticut,50-59,Mujer,Ambos: inglés y español,Ninguno de estos,Sí,Sí,Sí,REMOVED,Sí,Education opportunities for low income.
6/1/2022 15:38:11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REMOVED,NA,NA
6/4/2022 10:11:03,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Negocios locales, Educación, Salud, Finanzas y educación financiera, Asuntos ambientales y cambio de climático","Temas acerca de familias con niños, Temas acerca de los jóvenes",No,Español,Español,Español,TV,"Fox, Facebook",Textos,Un poco,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,Neutral,Meriden,Sí,USA,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,No,REMOVED,No,No
6/4/2022 10:15:56,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Educación, Salud, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Artículos de investigacion,Español,Español,Español,TV,"Univision, Telemundo",TV,Mucho,Un poco,Para nada,Un poco,Neutral,De acuerdo,De acuerdo,Wallingford,Sí,Honduras,30-39,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,REMOVED,No,No
6/4/2022 10:33:14,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional",Educación,Temas acerca de familias con niños,Negocios,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Correo electrónico/boletines informativos,Telemundo,Correo electrónico/boletines informativos,Un poco,Un poco,Un poco,Para nada,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Puerto Rico,70 o mayor,Hombre,Español,Ninguno de estos,No,No,No,REMOVED,Sí,No
6/4/2022 10:39:42,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Música, arte y cultura, Educación, Salud, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de participacion comunitaria",Perfil de negocios,Español,Español,Español,Radio,La voz y Telemundo,Radio,Un poco,Para nada,Un poco,Un poco,De acuerdo,En desacuerdo,Neutral,Meriden,Sí,Ecuador,40-49,Mujer,Español,Soy padre/madre de un niño menor de 18 años de edad,No,Sí,No,REMOVED,Sí,No
6/4/2022 11:01:23,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Deportes, Políticas, Música, arte y cultura, Negocios locales, Educación, Salud, Eventos locales, Recursos comunitarios (por ejemplo: programas de asistencia, recursos de pequeñas empresas, agencias sin fines de lucro), Finanzas y educación financiera, Bienes raíces y propietario de vivienda, Oportunidades de participación comunitaria, Diversidad y justicia social, Asuntos ambientales y cambio de climático, Tecnología, Viajes y hospitalidad, Comida","Temas acerca de familias con niños, Temas acerca de los jóvenes, Temas acerca de las personas de la tercera edad, Temas acerca de propietarios de pequeñas empresas, Temas acerca de jóvenes, Temas acerca de participacion comunitaria",Gemas abuso de niñez,Ambos: inglés y español,Ambos: inglés y español,Ambos: inglés y español,Medios sociales,Todos,Medios sociales,Mucho,Mucho,Mucho,Un poco,De acuerdo,De acuerdo,De acuerdo,Meriden,Sí,Republica Domenica,Prefiero no decir,Hombre,Ambos: inglés y español,Soy padre/madre de un niño menor de 18 años de edad,Sí,Sí,Sí,REMOVED,Sí,Hablar la verdad y respetar a todo
6/4/2022 11:27:36,"Local, Estatal, Regional/Nueva Inglaterra/NYC Metro, Nacional, Internacional","Música, arte y cultura, Salud, Eventos locales, Viajes y hospitalidad, Comida",Temas acerca de familias con niños,Caricaturas,Español,Español,Español,TV,Telemundo,Textos,Un poco,Un poco,Para nada,Un poco,Neutral,Neutral,Neutral,Meriden,Sí,Puerto Rico,60-69,Hombre,Español,Ninguno de estos,No,Sí,Sí,REMOVED,Sí,más artículos de deportes
