Timestamp,Are you interested in news at the following geographical levels? Select all that apply.,Which of these topics interest you most? Select up to five.,Do any of these special stories interest you? Select all that apply.,"Are there any specific stories you would like to see more of in local news? For example, investigative articles, business profiles, opinion columns, cartoons, etc.",In which language do you prefer to get your news? [TV/Video],In which language do you prefer to get your news? [Radio/Audio/Podcast],In which language do you prefer to get your news? [Print/Text],How do you **most frequently** get your news?,"Which specific news sources do you most frequently use? Please list them here. For example, Hartford Courant, Record Journal, FOX news, CNN, NPR, Facebook, Patch, La Voz, Telemundo, etc.",How would you **prefer** to get your news?,"How much do you trust news that comes from... [National news organizations (such as CNN, Univision)]","How much do you trust news that comes from... [Local news organizations (such as the Record-Journal, Patch, the Hartford Courant, CT Mirror)]","How much do you trust news that comes from... [Social media (such as Facebook, Twitter, TikTok, YouTube, Instagram)]",How much do you trust news that comes from... [Family/friends/word of mouth],How much do you agree with the following statements? [I trust the sources of news I get about my community.],How much do you agree with the following statements? [The local news covers issues that are important to me.],"How much do you agree with the following statements? [The local news reflects my beliefs, values, and customs.]",What town do you live in?,Do you identify as Hispanic/Latino/Latinx?,Which country were you born in?,What is your age range?,What is your gender identity?,What language do you speak at home?,Do any of the following describe you?,"Do you have access to a laptop or computer at home, or an internet-enabled device like a smartphone or iPad?",Do you have internet access at home?,Are you registered to vote?,"If you'd like to receive a digital coupon to CTown Supermarket for completing the survey, please provide your email address below. The coupon is valid for $5 off of a purchase of $50 or more.","If you entered your email above, would you also like to receive the Record-Journal Latino Communities Reporting Lab email newsletter?",Are you interested in being contacted to participate in a focus group so we can better understand your answers to the questions in this survey?,Is there anything else you would like to let us know?
2022/06/24 5:04:03 PM EST,State,"Music, arts, and culture;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,More news about the community,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CBS,TV,Some,Some,Some,Some,Agree,Agree,Agree,Meriden,No,USA,50-59,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/24 6:00:48 PM EST,Local;State;Regional/New England/NYC Metro;National;International,Sports;Politics;Local businesses;Education;Health,Topics related to families with children;Topics related to teens;Topics related to community engagement,"Investigative articles, local politics and education",English,English,English,Radio,NPR,Radio,Some,Some,Not at all,Not at all,Disagree,Disagree,Disagree,Meriden,No,USA,40-49,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/24 6:10:27 PM EST,Local,"Education;Local events;Finance, wealth, and financial literacy;Real estate and homeownership;Food",Topics related to families with children;Topics related to teens;Topics related to young adults;Topics related to community engagement,Investigative articles,English,English,English,Social media,Record Journal,Newspapers,Not at all,Some,Not at all,Not at all,Neutral,Agree,Neutral,Meriden,Yes,USA,30-39,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/25 9:39:39 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Investigative articles,English,English,English,Newspapers,"Record Journal, Current and New York post",Newspapers,Not at all,Some,Some,Not at all,Neutral,Agree,Neutral,Meriden,No,USA,60-69,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Coverage about multiple topics
2022/06/25 10:25:23 AM EST,Local;State;Regional/New England/NYC Metro;National;International,Education;Health;Diversity and social justice;Travel and hospitality,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Opinion columns,English,English,English,TV,"CNN, NBC",TV,Some,Some,Not at all,Some,Agree,Neutral,Agree,Middletown,No,Liberia,50-59,Woman,English,I am a parent of a child under 18 years old;I am a student,Yes,Yes,Not sure,NOT PROVIDED,NA,NA,Grateful for people that is doing things to bring the community together
2022/06/25 10:47:37 AM EST,Local;International,"Music, arts, and culture;Local businesses;Education;Health;Local events;Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to community engagement,Cartoons and business profiles,English,English,English,Social media,CNN,Social media,Some,A lot,Some,A lot,Agree,Neutral,Neutral,Middletown,No,Jamaica,50-59,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,"Improve the community, more events"
2022/06/26 9:46:49 AM EST,NA,"Sports;Education;Health;Finance, wealth, and financial literacy;Food",Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to young adults;Topics related to community engagement,Any other topic,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,CNN,TV,Some,Some,Some,Some,Neutral,Agree,Neutral,Meriden,No,Haiti,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,No,NOT PROVIDED,NA,NA,No
2022/06/26 10:31:21 AM EST,Local,Local businesses;Education;Local events;Food,Topics related to small business owners,Opinion columns and investigative articles,English,English,English,Social media,Fox news,Social media,Some,Some,Some,A lot,Neutral,Neutral,Neutral,Meriden,No,USA,40-49,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing at all
2022/06/26 11:44:05 AM EST,Local,"Music, arts, and culture;Food",Topics related to families with children,Nothing,English,English,English,Social media,Record Journal,Social media,Some,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,English,None of these,No,Yes,Not sure,NOT PROVIDED,NA,NA,No
2022/06/29 4:33:54 PM EST,International,"Community resources (for example: assistance programs, small business resources, non-profits);Opportunities for community engagement;Low income Latino community",Topics related to families with children;Topics related to community engagement,"Cartoons, recreation for the community",Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"CNN, Telemundo and Univision",TV,Some,Some,Not at all,Not at all,Neutral,Disagree,Neutral,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Not sure,NOT PROVIDED,NA,NA,Resources for the Latino community
2022/06/29 4:34:30 PM EST,Local,Local businesses;Education;Health,None of these,Nothing,Spanish,Spanish,Spanish,TV,Facebook,TV,A lot,Some,Some,Some,Agree,Agree,Agree,Meriden,Yes,Peru,40-49,Woman,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Not sure,NOT PROVIDED,NA,NA,Mo
2022/06/29 4:41:37 PM EST,Local;State,"Politics;Local businesses;Finance, wealth, and financial literacy;Real estate and homeownership;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,More about what’s going on in the town,English,English,English,Social media,"WTNH, Record Journal and Meriden patch",News apps,Some,A lot,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,USA,30-39,Woman,English,I am a parent of a child under 18 years old;I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Information about taxes and property
2022/06/29 5:51:02 PM EST,Local,Education;Health;Environmental issues & climate change;Travel and hospitality;Food,Topics related to families with children;Topics related to small business owners,None,Both English and Spanish,Both English and Spanish,Both English and Spanish,Social media,Record Journal and CNN,Social media,Not at all,Not at all,Not at all,Some,Neutral,Neutral,Disagree,Meriden,Yes,Puerto Rico,18-29,Woman,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/29 6:12:40 PM EST,International,"Politics;Music, arts, and culture;Health;Local events;Real estate and homeownership;Technology;Travel and hospitality;Food",Topics related to small business owners;Topics related to young adults;Topics related to community engagement,None,Spanish,Both English and Spanish,Both English and Spanish,Social media,"Univision, Telemundo and Facebook",Social media,A lot,Some,Some,Some,Neutral,Neutral,Neutral,Meriden,Yes,Panama,50-59,Man,Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing
2022/06/30 9:23:17 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Politics;Music, arts, and culture;Education;Finance, wealth, and financial literacy;Real estate and homeownership;Food",Topics related to small business owners;Topics related to community engagement,Investigative articles,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"Record Journal, CNN and Fox news",TV,Some,A lot,A lot,Not at all,Neutral,Neutral,Disagree,Meriden,Yes,USA,30-39,Man,Both English and Spanish,I am a parent of a child under 18 years old,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/30 10:10:42 AM EST,Local;State;Regional/New England/NYC Metro;National,"Sports;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits)",Topics related to seniors,Community topics,English,English,English,Newspapers,Hartford Courant,Newspapers,Some,A lot,Some,Not at all,Neutral,Agree,Neutral,Hartford,Yes,Puerto Rico,50-59,Man,Both English and Spanish,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/06/30 10:57:50 AM EST,Local,"Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Opportunities for community engagement;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults,Local news,Both English and Spanish,Both English and Spanish,Both English and Spanish,TV,"Telemundo, Eye Witness news",News apps,A lot,A lot,A lot,Some,Agree,Agree,Agree,Meriden,Yes,Puerto Rico,50-59,Woman,Spanish,None of these,No,Yes,No,NOT PROVIDED,NA,NA,More Latino representing in the local news
2022/07/01 9:29:40 AM EST,National,Politics;Local businesses;Education;Health;Local events;Diversity and social justice;Environmental issues & climate change;Travel and hospitality,Topics related to families with children;Topics related to teens;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,All of them,English,English,English,Social media,Facebook,Social media,Some,A lot,A lot,A lot,Neutral,Neutral,Neutral,Meriden,Yes,USA,50-59,Woman,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,More programs for the Latino
2022/07/01 11:10:09 AM EST,Local,"Health;Finance, wealth, and financial literacy;Food",Topics related to seniors,Business profiles,English,English,English,TV,WTNS,TV,A lot,A lot,Some,Some,Agree,Agree,Agree,Meriden,Yes,USA,60-69,Woman,English,None of these,No,No,No,NOT PROVIDED,NA,NA,No
2022/07/02 8:08:32 AM EST,Local;State;National;International,Politics;Real estate and homeownership;local news,None of these,opinion columns and police news,English,English,NA,Email/newsletters,yahoo,Email/newsletter,Not at all,A lot,Not at all,Some,Agree,Agree,NA,Meriden,No,usa,70 or older,Man,English,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,NA
2022/07/02 8:30:27 AM EST,Local;State;Regional/New England/NYC Metro;National;International,"Sports;Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Travel and hospitality;Food",Topics related to families with children;Topics related to teens;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Small business profiles and more citizen opinions.,English,English,English,News apps,Record Journal and News break app,Newspapers,Not at all,A lot,Not at all,Not at all,Agree,Agree,Agree,Wallingford,No,Morocco,40-49,Woman,English,I am a parent of a child under 18 years old,Yes,Yes,Yes,REMOVED,No,NA,NA
2022/07/02 11:35:35 AM EST,Local;State;International,"Music, arts, and culture;Local businesses;Education;Health;Local events;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Travel and hospitality;Food",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to young adults,Investigative articles and business profiles,Both English and Spanish,Both English and Spanish,Both English and Spanish,Radio,Facebook and Telemundo,News apps,Some,Some,Some,Some,Agree,Agree,Neutral,Meriden,No,USA,40-49,Woman,NA,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,Nothing
2022/07/02 11:49:51 AM EST,None,NA,Topics related to small business owners,"About the community news, any kind of news for the community",Other,Other,Other,NA,Facebook,Email/newsletter,Some,Some,Some,A lot,Neutral,Neutral,Neutral,Meriden,No,Bangladesh,40-49,Man,Bangla and English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,No
2022/07/02 12:16:58 PM EST,International,Sports;Local businesses;Education;Health;Travel and hospitality,Topics related to families with children;Topics related to small business owners,"More local businesses, and finances",English,Spanish,English,Social media,Facebook,Radio,Some,Some,Some,Some,Disagree,Disagree,Neutral,Meriden,No,USA,30-39,Man,English,I am a small business owner,Yes,Yes,Yes,NOT PROVIDED,NA,NA,"Help with people that do drugs, facilities for them."
2022/07/02 12:54:31 PM EST,Local;National,"Sports;Music, arts, and culture;Local businesses;Education;Health;Community resources (for example: assistance programs, small business resources, non-profits);Finance, wealth, and financial literacy;Real estate and homeownership;Opportunities for community engagement;Diversity and social justice;Environmental issues & climate change;Technology;Food",Topics related to families with children;Topics related to seniors;Topics related to small business owners;Topics related to young adults;Topics related to community engagement,Business profiles and how the local businesses are doing,English,English,English,TV,MBC,News apps,Not at all,A lot,Not at all,A lot,Agree,Agree,Agree,Meriden,Yes,Jamaica,40-49,NA,Both English and Spanish,None of these,Yes,Yes,Yes,NOT PROVIDED,NA,NA,We need to hear more
